"the_geom","OBJECTID_1","PARK","PARK_NO","FACILITY_N","FACILITY_T","X_COORD","Y_COORD","GISOBJID"
"POINT (-87.68661562811099 41.961616712529526)","3,628","WELLES (GIDEON)","110","TENNIS COURT","OUTDOOR","-87.68661563","41.96161671","4,392"
"POINT (-87.68645796227733 41.9616209399396)","3,629","WELLES (GIDEON)","110","TENNIS COURT","OUTDOOR","-87.68645796","41.96162094","4,393"
"POINT (-87.68628664192343 41.96161997450867)","3,630","WELLES (GIDEON)","110","TENNIS COURT","OUTDOOR","-87.68628664","41.96161997","4,394"
"POINT (-87.64714157671669 41.943356550073275)","3,631","WENDT (KENNETH)","1,145","PLAYGROUND","OUTDOOR","-87.64714158","41.94335655","4,395"
"POINT (-87.78012909620114 41.78898538132195)","3,632","WENTWORTH (JOHN)","238","BASKETBALL COURT","OUTDOOR","-87.7801291","41.78898538","4,396"
"POINT (-87.78028245821538 41.78898202129947)","3,633","WENTWORTH (JOHN)","238","BASKETBALL COURT","OUTDOOR","-87.78028246","41.78898202","4,397"
"POINT (-87.78043582021583 41.788978661072136)","3,634","WENTWORTH (JOHN)","238","BASKETBALL COURT","OUTDOOR","-87.78043582","41.78897866","4,398"
"POINT (-87.78040172719867 41.78786130275208)","3,635","WENTWORTH (JOHN)","238","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.78040173","41.7878613","4,399"
"POINT (-87.78126711980643 41.788466265186145)","3,636","WENTWORTH (JOHN)","238","BASEBALL JR/SOFTBALL","OUTDOOR","-87.78126712","41.78846627","4,402"
"POINT (-87.77959090860502 41.78725327900251)","3,637","WENTWORTH (JOHN)","238","BASEBALL JR/SOFTBALL","OUTDOOR","-87.77959091","41.78725328","4,403"
"POINT (-87.77956535564267 41.788949877858784)","3,638","WENTWORTH (JOHN)","238","PLAYGROUND","OUTDOOR","-87.77956536","41.78894988","4,404"
"POINT (-87.77987801382041 41.78888990905123)","3,639","WENTWORTH (JOHN)","238","SPRAY FEATURE","OUTDOOR","-87.77987801","41.78888991","4,405"
"POINT (-87.78117362820178 41.78723630729957)","3,640","WENTWORTH (JOHN)","238","BASEBALL SR","OUTDOOR","-87.78117363","41.78723631","4,406"
"POINT (-87.77960230170311 41.78847464649437)","3,641","WENTWORTH (JOHN)","238","BASEBALL SR","OUTDOOR","-87.7796023","41.78847465","4,407"
"POINT (-87.63614370247925 41.75196146252731)","3,642","AUBURN","1,203","LAGOON","OUTDOOR","-87.6361437","41.75196146","5,579"
"POINT (-87.76694490138232 41.87625719599351)","3,643","COLUMBUS (CHRISTOPHER)","209","LAGOON","OUTDOOR","-87.7669449","41.8762572","5,580"
"POINT (-87.69860808237318 41.86421181665382)","3,644","DOUGLASS (ANNA & FREDERICK)","218","LAGOON","OUTDOOR","-87.69860808","41.86421182","5,581"
"POINT (-87.71782248936061 41.88295092005226)","3,645","GARFIELD (JAMES)","204","LAGOON","OUTDOOR","-87.71782249","41.88295092","5,582"
"POINT (-87.7003756767671 41.90649022223364)","3,646","HUMBOLDT (ALEXANDER VON)","219","LAGOON","OUTDOOR","-87.70037568","41.90649022","5,583"
"POINT (-87.69220603872505 42.00941385208235)","3,647","INDIAN BOUNDARY","165","LAGOON","OUTDOOR","-87.69220604","42.00941385","5,584"
"POINT (-87.63224203114898 41.82519783533208)","3,652","WENTWORTH (JOHN) GARDENS","286","BASKETBALL COURT","OUTDOOR","-87.63224203","41.82519784","4,412"
"POINT (-87.63172198968896 41.825653423743)","3,653","WENTWORTH (JOHN) GARDENS","286","GYMNASIUM","INDOOR","-87.63172199","41.82565342","4,413"
"POINT (-87.63217989452382 41.82569830663248)","3,654","WENTWORTH (JOHN) GARDENS","286","BASEBALL JR/SOFTBALL","OUTDOOR","-87.63217989","41.82569831","4,414"
"POINT (-87.63187268160905 41.8255739663637)","3,655","WENTWORTH (JOHN) GARDENS","286","PLAYGROUND","OUTDOOR","-87.63187268","41.82557397","4,415"
"POINT (-87.63183319712391 41.82515294717253)","3,656","WENTWORTH (JOHN) GARDENS","286","POOL (OUTDOOR)","OUTDOOR","-87.6318332","41.82515295","4,416"
"POINT (-87.53722238824876 41.651584918736354)","3,657","WESOLEK (MARLENE)","1,080","PLAYGROUND","OUTDOOR","-87.53722239","41.65158492","4,417"
"POINT (-87.63119272031663 41.74469604958241)","3,658","WEST CHATHAM","249","BASKETBALL COURT","OUTDOOR","-87.63119272","41.74469605","4,418"
"POINT (-87.6323103884143 41.74538208606877)","3,659","WEST CHATHAM","249","BASEBALL JR/SOFTBALL","OUTDOOR","-87.63231039","41.74538209","4,420"
"POINT (-87.63187435060712 41.74472064037853)","3,660","WEST CHATHAM","249","BASEBALL JR/SOFTBALL","OUTDOOR","-87.63187435","41.74472064","4,421"
"POINT (-87.631362940218 41.745383258632614)","3,661","WEST CHATHAM","249","PLAYGROUND","OUTDOOR","-87.63136294","41.74538326","4,422"
"POINT (-87.63097354174526 41.7447255221475)","3,662","WEST CHATHAM","249","SPRAY FEATURE","OUTDOOR","-87.63097354","41.74472552","4,423"
"POINT (-87.63374284897326 41.74471160502785)","3,663","WEST CHATHAM","249","BASEBALL SR","OUTDOOR","-87.63374285","41.74471161","4,424"
"POINT (-87.62952258751082 41.74527311988558)","3,664","WEST CHATHAM","249","TENNIS COURT","OUTDOOR","-87.62952259","41.74527312","4,425"
"POINT (-87.62951251973676 41.744946218968884)","3,665","WEST CHATHAM","249","TENNIS COURT","OUTDOOR","-87.62951252","41.74494622","4,426"
"POINT (-87.72885779985533 41.773941333272695)","3,666","WEST LAWN","245","BASEBALL BATTING CAGE","SPECIAL","-87.7288578","41.77394133","4,427"
"POINT (-87.728800977868 41.772223261901296)","3,667","WEST LAWN","245","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.72880098","41.77222326","4,428"
"POINT (-87.72890391361206 41.774566649086495)","3,668","WEST LAWN","245","FITNESS CENTER","INDOOR","-87.72890391","41.77456665","4,429"
"POINT (-87.72876723172035 41.77448643183309)","3,669","WEST LAWN","245","GYMNASIUM","INDOOR","-87.72876723","41.77448643","4,430"
"POINT (-87.70030158739027 41.86291785843542)","3,670","DOUGLASS (ANNA & FREDERICK)","218","BASKETBALL BACKBOARD","OUTDOOR","-87.70030159","41.86291786","5,965"
"POINT (-87.59633128240571 41.800454044247914)","3,671","ELM","279","COMMUNITY GARDEN","OUTDOOR","-87.59633128","41.80045404","5,974"
"POINT (-87.72787668055824 41.77165552606832)","3,672","WEST LAWN","245","BASEBALL JR/SOFTBALL","OUTDOOR","-87.72787668","41.77165553","4,433"
"POINT (-87.72971648259023 41.77449251526673)","3,673","WEST LAWN","245","PLAYGROUND","OUTDOOR","-87.72971648","41.77449252","4,434"
"POINT (-87.72832094851451 41.77319618578744)","3,674","WEST LAWN","245","SPRAY FEATURE","OUTDOOR","-87.72832095","41.77319619","4,435"
"POINT (-87.61178425076272 41.65734507966445)","3,675","GOLDEN GATE","288","COMMUNITY GARDEN","OUTDOOR","-87.61178425","41.65734508","5,975"
"POINT (-87.72943481485552 41.771691953085984)","3,676","WEST LAWN","245","BASEBALL SR","OUTDOOR","-87.72943481","41.77169195","4,437"
"POINT (-87.6313377858017 41.669079776539)","3,677","WEST PULLMAN","225","BASKETBALL COURT","OUTDOOR","-87.63133779","41.66907978","4,438"
"POINT (-87.63272819025087 41.66939628811217)","3,678","WEST PULLMAN","225","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.63272819","41.66939629","4,439"
"POINT (-87.69588121318787 41.99071883041486)","3,679","GREEN BRIAR","188","COMMUNITY GARDEN","OUTDOOR","-87.69588121","41.99071883","5,976"
"POINT (-87.6320394130228 41.67008824319869)","3,680","WEST PULLMAN","225","GYMNASIUM","INDOOR","-87.63203941","41.67008824","4,441"
"POINT (-87.63241377353587 41.67003628119684)","3,681","WEST PULLMAN","225","POOL (INDOOR)","INDOOR","-87.63241377","41.67003628","4,442"
"POINT (-87.63211788427704 41.669641797547214)","3,682","WEST PULLMAN","225","BASEBALL JR/SOFTBALL","OUTDOOR","-87.63211788","41.6696418","4,443"
"POINT (-87.63348441934862 41.66993566391618)","3,683","WEST PULLMAN","225","BASEBALL JR/SOFTBALL","OUTDOOR","-87.63348442","41.66993566","4,444"
"POINT (-87.63115150360925 41.67039579513455)","3,684","WEST PULLMAN","225","PLAYGROUND","OUTDOOR","-87.6311515","41.6703958","4,445"
"POINT (-87.63144087205205 41.67033308607717)","3,685","WEST PULLMAN","225","SPRAY FEATURE","OUTDOOR","-87.63144087","41.67033309","4,446"
"POINT (-87.63347447343112 41.66915267855049)","3,686","WEST PULLMAN","225","BASEBALL SR","OUTDOOR","-87.63347447","41.66915268","4,447"
"POINT (-87.63255904563017 41.670307671501966)","3,687","WEST PULLMAN","225","TENNIS COURT","OUTDOOR","-87.63255905","41.67030767","4,448"
"POINT (-87.63267574182538 41.67030838297412)","3,688","WEST PULLMAN","225","TENNIS COURT","OUTDOOR","-87.63267574","41.67030838","4,449"
"POINT (-87.6328109134787 41.67030460153158)","3,689","WEST PULLMAN","225","TENNIS COURT","OUTDOOR","-87.63281091","41.6703046","4,450"
"POINT (-87.63296446072667 41.67030553731568)","3,690","WEST PULLMAN","225","TENNIS COURT","OUTDOOR","-87.63296446","41.67030554","4,451"
"POINT (-87.63313643350894 41.67030658514948)","3,691","WEST PULLMAN","225","TENNIS COURT","OUTDOOR","-87.63313643","41.67030659","4,452"
"POINT (-87.68656123552772 41.897997779243425)","3,692","WESTERN","1,165","PLAYGROUND","OUTDOOR","-87.68656124","41.89799778","4,453"
"POINT (-87.6495083569042 41.672834475879704)","3,693","WHITE (EDWARD)","379","BASKETBALL COURT","OUTDOOR","-87.64950836","41.67283448","4,454"
"POINT (-87.6493054429318 41.67283326838883)","3,694","WHITE (EDWARD)","379","BASKETBALL COURT","OUTDOOR","-87.64930544","41.67283327","4,455"
"POINT (-87.65001327647829 41.67346875651147)","3,695","WHITE (EDWARD)","379","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.65001328","41.67346876","4,456"
"POINT (-87.65037381809775 41.6726891345686)","3,696","WHITE (EDWARD)","379","GYMNASIUM","INDOOR","-87.65037382","41.67268913","4,457"
"POINT (-87.65062636381526 41.673329705290286)","3,697","WHITE (EDWARD)","379","BASEBALL JR/SOFTBALL","OUTDOOR","-87.65062636","41.67332971","4,458"
"POINT (-87.64937836514996 41.6737744389266)","3,698","WHITE (EDWARD)","379","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64937837","41.67377444","4,459"
"POINT (-87.66167276367327 42.01229577076394)","3,699","LOYOLA","115","BASKETBALL BACKBOARD","OUTDOOR","-87.66167276","42.01229577","5,038"
"POINT (-87.5671937017198 41.71272674886635)","3,700","LUELLA","1,122","BASKETBALL BACKBOARD","OUTDOOR","-87.5671937","41.71272675","5,039"
"POINT (-87.56728064624632 41.712913943523986)","3,701","LUELLA","1,122","BASKETBALL BACKBOARD","OUTDOOR","-87.56728065","41.71291394","5,040"
"POINT (-87.60781794028735 41.82314185524848)","3,702","MANDRAKE (HENRY BROWN)","504","BASKETBALL BACKBOARD","OUTDOOR","-87.60781794","41.82314186","5,041"
"POINT (-87.60762171009915 41.823146332843045)","3,703","MANDRAKE (HENRY BROWN)","504","BASKETBALL BACKBOARD","OUTDOOR","-87.60762171","41.82314633","5,042"
"POINT (-87.60761390784701 41.8229347466164)","3,704","MANDRAKE (HENRY BROWN)","504","BASKETBALL BACKBOARD","OUTDOOR","-87.60761391","41.82293475","5,043"
"POINT (-87.60781268539294 41.82293028512403)","3,705","MANDRAKE (HENRY BROWN)","504","BASKETBALL BACKBOARD","OUTDOOR","-87.60781269","41.82293029","5,044"
"POINT (-87.69141869165661 41.91113199916556)","3,706","MAPLEWOOD","1,045","BASKETBALL BACKBOARD","OUTDOOR","-87.69141869","41.911132","5,045"
"POINT (-87.69141518629236 41.911163542676924)","3,707","MAPLEWOOD","1,045","BASKETBALL BACKBOARD","OUTDOOR","-87.69141519","41.91116354","5,046"
"POINT (-87.6984663759277 41.76482228871119)","3,708","MARQUETTE (JACQUES)","10","BASKETBALL BACKBOARD","OUTDOOR","-87.69846638","41.76482229","5,047"
"POINT (-87.69837184169437 41.76492677343826)","3,709","MARQUETTE (JACQUES)","10","BASKETBALL BACKBOARD","OUTDOOR","-87.69837184","41.76492677","5,048"
"POINT (-87.69846644739724 41.7650307124628)","3,710","MARQUETTE (JACQUES)","10","BASKETBALL BACKBOARD","OUTDOOR","-87.69846645","41.76503071","5,049"
"POINT (-87.69857162166359 41.7649246955101)","3,711","MARQUETTE (JACQUES)","10","BASKETBALL BACKBOARD","OUTDOOR","-87.69857162","41.7649247","5,050"
"POINT (-87.70163941632343 41.77086278142921)","3,712","MARQUETTE (JACQUES)","10","BASKETBALL BACKBOARD","OUTDOOR","-87.70163942","41.77086278","5,051"
"POINT (-87.70163048004359 41.77067107741539)","3,713","MARQUETTE (JACQUES)","10","BASKETBALL BACKBOARD","OUTDOOR","-87.70163048","41.77067108","5,052"
"POINT (-87.70189556069451 41.77066578554421)","3,714","MARQUETTE (JACQUES)","10","BASKETBALL BACKBOARD","OUTDOOR","-87.70189556","41.77066579","5,053"
"POINT (-87.70190269499524 41.770857480535305)","3,715","MARQUETTE (JACQUES)","10","BASKETBALL BACKBOARD","OUTDOOR","-87.70190269","41.77085748","5,054"
"POINT (-87.66474609533239 41.73533314018741)","3,716","MARSHFIELD","1,046","BASKETBALL BACKBOARD","OUTDOOR","-87.6647461","41.73533314","5,055"
"POINT (-87.66475624946095 41.73554902181341)","3,717","MARSHFIELD","1,046","BASKETBALL BACKBOARD","OUTDOOR","-87.66475625","41.73554902","5,056"
"POINT (-87.69955758625642 41.98878597147717)","3,718","MATHER (STEPHEN TYNG)","241","BASKETBALL BACKBOARD","OUTDOOR","-87.69955759","41.98878597","5,057"
"POINT (-87.6998114036785 41.98878856363143)","3,719","MATHER (STEPHEN TYNG)","241","BASKETBALL BACKBOARD","OUTDOOR","-87.6998114","41.98878856","5,058"
"POINT (-87.69982067799472 41.98898037500934)","3,720","MATHER (STEPHEN TYNG)","241","BASKETBALL BACKBOARD","OUTDOOR","-87.69982068","41.98898038","5,059"
"POINT (-87.69956519120252 41.988984920437076)","3,721","MATHER (STEPHEN TYNG)","241","BASKETBALL BACKBOARD","OUTDOOR","-87.69956519","41.98898492","5,060"
"POINT (-87.67954683051677 41.879669819759066)","3,722","TOUHY-HERBERT (JOHN, VICTOR)","1,065","BASKETBALL BACKBOARD","OUTDOOR","-87.67954683","41.87966982","5,322"
"POINT (-87.65732099080097 41.922485301753994)","3,723","TREBES","1,017","BASKETBALL BACKBOARD","OUTDOOR","-87.65732099","41.9224853","5,323"
"POINT (-87.56517967194665 41.7055299464362)","3,724","TRUMBULL (LYMAN)","16","BASKETBALL BACKBOARD","OUTDOOR","-87.56517967","41.70552995","5,324"
"POINT (-87.5652700269806 41.70563060354172)","3,725","TRUMBULL (LYMAN)","16","BASKETBALL BACKBOARD","OUTDOOR","-87.56527003","41.7056306","5,325"
"POINT (-87.5651798108458 41.70573195975436)","3,726","TRUMBULL (LYMAN)","16","BASKETBALL BACKBOARD","OUTDOOR","-87.56517981","41.70573196","5,326"
"POINT (-87.56509450726868 41.70563419501179)","3,727","TRUMBULL (LYMAN)","16","BASKETBALL BACKBOARD","OUTDOOR","-87.56509451","41.7056342","5,327"
"POINT (-87.61053231104808 41.72964378074226)","3,728","TULEY (MURRAY)","18","BASKETBALL BACKBOARD","OUTDOOR","-87.61053231","41.72964378","5,328"
"POINT (-87.61052007012879 41.72945908155473)","3,729","TULEY (MURRAY)","18","BASKETBALL BACKBOARD","OUTDOOR","-87.61052007","41.72945908","5,329"
"POINT (-87.61063962460224 41.72957418058852)","3,730","TULEY (MURRAY)","18","BASKETBALL BACKBOARD","OUTDOOR","-87.61063962","41.72957418","5,330"
"POINT (-87.61089405628013 41.72957220701198)","3,731","TULEY (MURRAY)","18","BASKETBALL BACKBOARD","OUTDOOR","-87.61089406","41.72957221","5,331"
"POINT (-87.6642749177983 41.883717098045096)","3,732","UNION","210","BASKETBALL BACKBOARD","OUTDOOR","-87.66427492","41.8837171","5,332"
"POINT (-87.66415864454436 41.8838622082069)","3,733","UNION","210","BASKETBALL BACKBOARD","OUTDOOR","-87.66415864","41.88386221","5,333"
"POINT (-87.6644233688146 41.88397094771455)","3,734","UNION","210","BASKETBALL BACKBOARD","OUTDOOR","-87.66442337","41.88397095","5,334"
"POINT (-87.66453571347124 41.88383581899134)","3,735","UNION","210","BASKETBALL BACKBOARD","OUTDOOR","-87.66453571","41.88383582","5,335"
"POINT (-87.79886680428919 41.7844567708661)","3,736","VALLEY FORGE","371","BASKETBALL BACKBOARD","OUTDOOR","-87.7988668","41.78445677","5,336"
"POINT (-87.79901903075225 41.78452298994303)","3,737","VALLEY FORGE","371","BASKETBALL BACKBOARD","OUTDOOR","-87.79901903","41.78452299","5,337"
"POINT (-87.79916608911635 41.78444506080877)","3,738","VALLEY FORGE","371","BASKETBALL BACKBOARD","OUTDOOR","-87.79916609","41.78444506","5,338"
"POINT (-87.79902021741583 41.78438006265577)","3,739","VALLEY FORGE","371","BASKETBALL BACKBOARD","OUTDOOR","-87.79902022","41.78438006","5,339"
"POINT (-87.79901799307308 41.78445628296094)","3,740","VALLEY FORGE","371","BASKETBALL COURT","OUTDOOR","-87.79901799","41.78445628","5,340"
"POINT (-87.74802306500975 41.802657404493374)","3,741","VITTUM (HARRIET ELIZABETH)","233","BASKETBALL BACKBOARD","OUTDOOR","-87.74802307","41.8026574","5,341"
"POINT (-87.74802962619344 41.80281108976)","3,742","VITTUM (HARRIET ELIZABETH)","233","BASKETBALL BACKBOARD","OUTDOOR","-87.74802963","41.80281109","5,342"
"POINT (-87.68791993705199 42.00363942878249)","3,743","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.68791994","42.00363943","5,343"
"POINT (-87.68790919633769 42.00343807971572)","3,744","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.6879092","42.00343808","5,344"
"POINT (-87.6882350230357 42.00343157429037)","3,745","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.68823502","42.00343157","5,345"
"POINT (-87.68824416670255 42.00363291345288)","3,746","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.68824417","42.00363291","5,346"
"POINT (-87.68795922835642 42.0013173829328)","3,747","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.68795923","42.00131738","5,347"
"POINT (-87.68786510293181 42.00140356198132)","3,748","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.6878651","42.00140356","5,348"
"POINT (-87.6879688279809 42.00150514698608)","3,749","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.68796883","42.00150515","5,349"
"POINT (-87.68805420352837 42.00139986063676)","3,750","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.6880542","42.00139986","5,350"
"POINT (-87.68818707991012 42.00139774898465)","3,751","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.68818708","42.00139775","5,351"
"POINT (-87.68809922643777 42.0014953984725)","3,752","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.68809923","42.0014954","5,352"
"POINT (-87.6881824842502 42.001599726759665)","3,753","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.68818248","42.00159973","5,353"
"POINT (-87.68828058483214 42.00149927626852)","3,754","WARREN (LAURENCE)","428","BASKETBALL BACKBOARD","OUTDOOR","-87.68828058","42.00149928","5,354"
"POINT (-87.61548690184532 41.78620745656462)","3,755","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.6154869","41.78620746","5,355"
"POINT (-87.61548438936707 41.78643268076942)","3,756","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61548439","41.78643268","5,356"
"POINT (-87.61549996286085 41.78653538788962)","3,757","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61549996","41.78653539","5,357"
"POINT (-87.61550427700372 41.78674814071125)","3,758","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61550428","41.78674814","5,358"
"POINT (-87.61549976161298 41.78685322438338)","3,759","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61549976","41.78685322","5,359"
"POINT (-87.61550680571911 41.787121053628056)","3,760","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61550681","41.78712105","5,360"
"POINT (-87.6155127669495 41.787186160393304)","3,761","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61551277","41.78718616","5,361"
"POINT (-87.61550654741914 41.78744389570391)","3,762","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61550655","41.7874439","5,362"
"POINT (-87.61560733623448 41.790383473263425)","3,763","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61560734","41.79038347","5,363"
"POINT (-87.61559804546529 41.790645493841154)","3,764","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61559805","41.79064549","5,364"
"POINT (-87.61560037934022 41.790721749491205)","3,765","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61560038","41.79072175","5,365"
"POINT (-87.61560705846303 41.790979105157184)","3,766","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61560706","41.79097911","5,366"
"POINT (-87.61562368808606 41.79120078523425)","3,767","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61562369","41.79120079","5,367"
"POINT (-87.61562721075785 41.79145573792129)","3,768","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61562721","41.79145574","5,368"
"POINT (-87.61562654635266 41.79151529757525)","3,769","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61562655","41.7915153","5,369"
"POINT (-87.61563654287622 41.79176076044968)","3,770","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61563654","41.79176076","5,370"
"POINT (-87.70395403732537 41.90206035877574)","3,771","HUMBOLDT (ALEXANDER VON)","219","COMMUNITY GARDEN","OUTDOOR","-87.70395404","41.90206036","5,977"
"POINT (-87.65054652859102 41.97443220200341)","3,772","LINCOLN (ABRAHAM)","100","COMMUNITY GARDEN","OUTDOOR","-87.65054653","41.9744322","5,978"
"POINT (-87.61564782246137 41.79217658364909)","3,773","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61564782","41.79217658","5,373"
"POINT (-87.61564253976525 41.792364770479246)","3,774","WASHINGTON (GEORGE)","21","BASKETBALL BACKBOARD","OUTDOOR","-87.61564254","41.79236477","5,374"
"POINT (-87.63208731234786 41.82519924708273)","3,775","WENTWORTH (JOHN) GARDENS","286","BASKETBALL BACKBOARD","OUTDOOR","-87.63208731","41.82519925","5,375"
"POINT (-87.6323962738642 41.82519636914782)","3,776","WENTWORTH (JOHN) GARDENS","286","BASKETBALL BACKBOARD","OUTDOOR","-87.63239627","41.82519637","5,376"
"POINT (-87.78014926560985 41.78909001444407)","3,777","WENTWORTH (JOHN)","238","BASKETBALL BACKBOARD","OUTDOOR","-87.78014927","41.78909001","5,377"
"POINT (-87.780290625974 41.78908640754408)","3,778","WENTWORTH (JOHN)","238","BASKETBALL BACKBOARD","OUTDOOR","-87.78029063","41.78908641","5,378"
"POINT (-87.78043771380986 41.78908282713489)","3,779","WENTWORTH (JOHN)","238","BASKETBALL BACKBOARD","OUTDOOR","-87.78043771","41.78908283","5,379"
"POINT (-87.78043742577051 41.78889415584707)","3,780","WENTWORTH (JOHN)","238","BASKETBALL BACKBOARD","OUTDOOR","-87.78043743","41.78889416","5,380"
"POINT (-87.78028844029765 41.788896297353595)","3,781","WENTWORTH (JOHN)","238","BASKETBALL BACKBOARD","OUTDOOR","-87.78028844","41.7888963","5,381"
"POINT (-87.78014140082998 41.7888941605354)","3,782","WENTWORTH (JOHN)","238","BASKETBALL BACKBOARD","OUTDOOR","-87.7801414","41.78889416","5,382"
"POINT (-87.63119123585072 41.74461591645111)","3,783","WEST CHATHAM","249","BASKETBALL BACKBOARD","OUTDOOR","-87.63119124","41.74461592","5,383"
"POINT (-87.63120181951734 41.744812275212716)","3,784","WEST CHATHAM","249","BASKETBALL BACKBOARD","OUTDOOR","-87.63120182","41.74481228","5,384"
"POINT (-87.6312238366866 41.66903554205217)","3,785","WEST PULLMAN","225","BASKETBALL BACKBOARD","OUTDOOR","-87.63122384","41.66903554","5,385"
"POINT (-87.63147031911093 41.66911513687903)","3,786","WEST PULLMAN","225","BASKETBALL BACKBOARD","OUTDOOR","-87.63147032","41.66911514","5,386"
"POINT (-87.64951202889496 41.67295352252385)","3,787","WHITE (EDWARD)","379","BASKETBALL BACKBOARD","OUTDOOR","-87.64951203","41.67295352","5,387"
"POINT (-87.64931133914865 41.67295464313531)","3,788","WHITE (EDWARD)","379","BASKETBALL BACKBOARD","OUTDOOR","-87.64931134","41.67295464","5,388"
"POINT (-87.64930756619798 41.67272777172547)","3,789","WHITE (EDWARD)","379","BASKETBALL BACKBOARD","OUTDOOR","-87.64930757","41.67272777","5,389"
"POINT (-87.64949906816666 41.672719651876626)","3,790","WHITE (EDWARD)","379","BASKETBALL BACKBOARD","OUTDOOR","-87.64949907","41.67271965","5,390"
"POINT (-87.649405380063 41.67311244120864)","3,791","WHITE (EDWARD)","379","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64940538","41.67311244","4,460"
"POINT (-87.64983668008138 41.672868573104516)","3,792","WHITE (EDWARD)","379","PLAYGROUND","OUTDOOR","-87.64983668","41.67286857","4,461"
"POINT (-87.64975368609899 41.672878793945884)","3,793","WHITE (EDWARD)","379","SPRAY FEATURE","OUTDOOR","-87.64975369","41.67287879","4,462"
"POINT (-87.64948894101887 41.67250863873997)","3,794","WHITE (EDWARD)","379","TENNIS COURT","OUTDOOR","-87.64948894","41.67250864","4,463"
"POINT (-87.64931177181083 41.67250544155345)","3,795","WHITE (EDWARD)","379","TENNIS COURT","OUTDOOR","-87.64931177","41.67250544","4,464"
"POINT (-87.67154392180274 42.019912037930375)","3,796","WHITE (WILLYE B.)","1,043","BASKETBALL COURT","OUTDOOR","-87.67154392","42.01991204","4,465"
"POINT (-87.67032350364866 42.019665677457866)","3,797","WHITE (WILLYE B.)","1,043","BASEBALL JR/SOFTBALL","OUTDOOR","-87.6703235","42.01966568","4,467"
"POINT (-87.67091352362394 42.02021117361327)","3,798","WHITE (WILLYE B.)","1,043","PLAYGROUND","OUTDOOR","-87.67091352","42.02021117","4,468"
"POINT (-87.67136620934144 42.01968231400354)","3,799","WHITE (WILLYE B.)","1,043","FITNESS CENTER","INDOOR","-87.67136621","42.01968231","4,469"
"POINT (-87.67617886148575 41.90747763699082)","3,800","WICKER (CHARLES, JOEL)","214","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.67617886","41.90747764","4,471"
"POINT (-87.67722167604911 41.90783430488352)","3,801","WICKER (CHARLES, JOEL)","214","COMMUNITY GARDEN","OUTDOOR","-87.67722168","41.9078343","4,472"
"POINT (-87.67525599835668 41.90737414395464)","3,802","WICKER (CHARLES, JOEL)","214","DOG FRIENDLY AREA","OUTDOOR","-87.675256","41.90737414","4,473"
